chr,pos,ensg,enst,ense,genID,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,n_exones_en_pos
chr2,128082398,ENSG00000270111,ENST00000665201;ENST00000738338,ENSE00004073472,CELF2-DT,93.923,181,10,1,795,975,453,274,2.97e-71,272.0,2
chr4,19981,ENSG00000270111,ENST00000670890,ENSE00004073484,CELF2-DT,92.391,184,13,1,430,612,496,313,4.21e-67,261.0,2
chr12,118295133,ENSG00000182923,ENST00000682670;ENST00000682937,ENSE00003921990,CEP63,90.306,196,18,1,1,195,372,567,3.01e-66,255.0,2
chr19,38774746,ENSG00000011523,ENST00000703983;ENST00000704480;ENST00000703915;ENST00000704486;ENST00000704482;ENST00000704484;ENST00000704418,ENSE00003990502,CEP68,93.578,218,14,0,311,528,1909,2126,2.02e-87,326.0,4
chr4,119796374,ENSG00000248489,ENST00000670964,ENSE00003857333,CHD1-DT,94.792,192,10,0,460,651,339,530,9.010000000000001e-80,300.0,3
chr14_GL000225v1_random,109472,ENSG00000248489,ENST00000840878,ENSE00004264671,CHD1-DT,92.627,217,16,0,198,414,702,918,1.35e-83,313.0,2
chr12,36092,ENSG00000248489,ENST00000670964,ENSE00003857333,CHD1-DT,93.158,190,11,1,326,513,237,48,2.04e-72,278.0,3
chr9,65585250,ENSG00000248489,ENST00000670964,ENSE00003857333,CHD1-DT,94.146,205,12,0,14,218,542,338,1.03e-83,313.0,3
chr1,13470159,ENSG00000072609,ENST00000450056,ENSE00003905913,CHFR,90.155,193,13,3,1,191,6770,6582,1.22e-63,246.0,2
chr2,128082398,ENSG00000072609,ENST00000266880,ENSE00003583407,CHFR,92.784,194,12,2,783,974,6883,6690,1.7800000000000002e-73,279.0,2
chr3,155814056,ENSG00000072609,ENST00000450056,ENSE00003905913,CHFR,91.244,217,16,3,1,214,6794,6578,1.84e-77,292.0,2
chr17,75431292,ENSG00000072609,ENST00000450056,ENSE00003905913,CHFR,92.488,213,14,2,482,692,6842,6630,7.439999999999998e-81,303.0,2
chr5,43541207,ENSG00000136213,ENST00000618655,ENSE00003714081,CHST12,93.056,216,12,2,1,213,11656,11441,1.62e-83,313.0,2
chr16,433137,ENSG00000136213,ENST00000618655,ENSE00003714081,CHST12,90.094,212,18,2,1,211,11635,11426,2.23e-71,272.0,2
chr3,12563712,ENSG00000136213,ENST00000258711,ENSE00000923850,CHST12,91.549,213,16,2,784,995,7326,7115,2.34e-77,292.0,2
chr1,85154441,ENSG00000136213,ENST00000258711,ENSE00000923850,CHST12,90.206,194,14,4,310,502,11559,11748,2.58e-64,248.0,2
chr11,108113334,ENSG00000136213,ENST00000258711,ENSE00000923850,CHST12,90.155,193,17,2,115,306,11439,11630,7.51e-65,250.0,2
chr22,37529117,ENSG00000136213,ENST00000258711,ENSE00000923850,CHST12,92.727,220,14,2,380,598,7035,7253,8.18e-85,316.0,2
chr19,1327912,ENSG00000136213,ENST00000258711,ENSE00000923850,CHST12,90.952,210,18,1,1,210,11643,11435,3.31e-74,281.0,2
chr2,128082398,ENSG00000136213,ENST00000258711,ENSE00000923850,CHST12,94.271,192,11,0,783,974,11741,11550,6.35e-78,294.0,2
chr12,49611687,ENSG00000136213,ENST00000618655,ENSE00003714081,CHST12,95.135,185,9,0,1,185,11550,11734,1.7400000000000002e-77,292.0,2
chr7,47652446,ENSG00000136213,ENST00000258711,ENSE00000923850,CHST12,91.534,189,14,2,42,230,11619,11433,1.5899999999999998e-67,259.0,2
chr1,93876124,ENSG00000136213,ENST00000618655,ENSE00003714081,CHST12,90.244,205,17,2,189,393,9811,10012,1.29e-68,265.0,2
chr12,131871548,ENSG00000136213,ENST00000618655,ENSE00003714081,CHST12,90.821,207,18,1,591,796,10090,9884,1.8700000000000002e-72,276.0,2
chr17,75431292,ENSG00000136213,ENST00000258711,ENSE00000923850,CHST12,93.365,211,14,0,482,692,11700,11490,1.24e-83,313.0,2
chr3,11599600,ENSG00000136213,ENST00000258711,ENSE00000923850,CHST12,91.781,219,16,2,1,218,7252,7035,6.09e-81,303.0,2
chr1,13470159,ENSG00000136213,ENST00000618655,ENSE00003714081,CHST12,90.71,183,11,4,1,182,7223,7046,2.04e-61,239.0,2
chr10,96439188,ENSG00000136213,ENST00000618655,ENSE00003714081,CHST12,90.566,212,20,0,1,212,11651,11440,5.9399999999999995e-74,281.0,2
chr17,76073501,ENSG00000136213,ENST00000258711,ENSE00000923850,CHST12,91.457,199,14,3,3233,3429,7325,7128,3.82e-70,270.0,2
chr3,172691863,ENSG00000136213,ENST00000618655,ENSE00003714081,CHST12,91.371,197,15,2,823,1017,11441,11637,4.02e-70,268.0,2
chr3,152893522,ENSG00000136213,ENST00000258711,ENSE00000923850,CHST12,91.866,209,17,0,1,209,11541,11749,3.44e-77,292.0,2
chr14,21260117,ENSG00000136213,ENST00000258711,ENSE00000923850,CHST12,93.299,194,13,0,572,765,10096,9903,8.31e-76,287.0,2
chr6,97238860,ENSG00000136213,ENST00000258711,ENSE00000923850,CHST12,93.636,220,13,1,281,500,11441,11659,3.13e-88,327.0,2
chr2,47768911,ENSG00000136213,ENST00000618655,ENSE00003714081,CHST12,92.344,209,13,3,783,991,11453,11658,6.45e-78,294.0,2
chr14,68356234,ENSG00000136213,ENST00000618655,ENSE00003714081,CHST12,90.0,210,17,2,1,209,7120,7326,2.12e-70,268.0,2
chr2,238637907,ENSG00000136213,ENST00000258711,ENSE00000923850,CHST12,92.453,212,13,3,1,211,7115,7324,1.95e-79,300.0,2
chr2,241178692,ENSG00000136213,ENST00000258711,ENSE00000923850,CHST12,90.909,187,15,2,325,510,7139,7324,9.98e-65,250.0,2
chr21,25880076,ENSG00000136213,ENST00000618655,ENSE00003714081,CHST12,92.237,219,17,0,290,508,11441,11659,3.21e-83,311.0,2
chr3,155814056,ENSG00000136213,ENST00000618655,ENSE00003714081,CHST12,94.366,213,11,1,1,212,11652,11440,1.81e-87,326.0,2
chr12,118295133,ENSG00000144021,ENST00000272402,ENSE00001071716,CIAO1,90.625,192,17,1,4,194,1621,1430,1.08e-65,254.0,2
chr11,99819302,ENSG00000149972,ENST00000528727,ENSE00003585683,CNTN5,98.086,209,4,0,1303,1511,1,209,1.36e-98,364.0,2
chr11,8158765,ENSG00000215018,ENST00000430711,ENSE00001636573,COL28A1,91.457,199,9,5,1137,1329,243,439,2.47e-69,267.0,2
chrX,15267555,ENSG00000163703,ENST00000465716,ENSE00003916654,CRELD1,90.141,213,12,1,3,215,659,862,3.4e-70,268.0,3
chr8,57072050,ENSG00000163703,ENST00000683921,ENSE00003920553,CRELD1,93.548,217,13,1,1,216,373,589,3.52e-85,322.0,2
chr3,152893522,ENSG00000163703,ENST00000683122,ENSE00001950780,CRELD1,90.955,199,16,2,1,197,664,862,2.0899999999999999e-69,267.0,3
chr3,48499782,ENSG00000105392,ENST00000221996,ENSE00001263348,CRX,91.045,201,17,1,465,664,2981,3181,7.21e-71,270.0,2
chr17,1219654,ENSG00000105392,ENST00000613299,ENSE00003752033,CRX,91.892,185,15,0,1744,1928,2981,3165,4.63e-67,259.0,2
chr12,131871548,ENSG00000105392,ENST00000221996,ENSE00001263348,CRX,90.0,220,18,3,581,797,2981,3199,4.03e-74,281.0,2
chr5,43541207,ENSG00000105392,ENST00000613299,ENSE00003752033,CRX,91.628,215,13,3,5,214,1170,1384,2.1e-77,292.0,2
chr17,75194495,ENSG00000105392,ENST00000221996,ENSE00001263348,CRX,92.611,203,13,2,433,633,1128,1330,5.26e-77,291.0,2
chr22,37529117,ENSG00000105392,ENST00000613299,ENSE00003752033,CRX,90.411,219,18,2,381,597,2981,3198,2.31e-75,285.0,2
chr21,25880076,ENSG00000292357,ENST00000850690,ENSE00004286574,CSF2RA,91.743,218,18,0,289,506,383,600,5.3699999999999985e-81,303.0,2
chr21,25880076,ENSG00000198223,ENST00000718260,ENSE00004034557,CSF2RA,91.743,218,18,0,289,506,28,245,5.3699999999999985e-81,303.0,2
chr17,75194495,ENSG00000198223,ENST00000718261,ENSE00004034556,CSF2RA,92.537,201,13,2,433,632,637,438,6.81e-76,287.0,2
chr17,75194495,ENSG00000292357,ENST00000850690,ENSE00004286574,CSF2RA,92.537,201,13,2,433,632,637,438,6.81e-76,287.0,2
chr14,21260117,ENSG00000198223,ENST00000718261,ENSE00004034556,CSF2RA,92.386,197,15,0,569,765,385,581,3.8599999999999995e-74,281.0,2
chr14,21260117,ENSG00000292357,ENST00000850690,ENSE00004286574,CSF2RA,92.386,197,15,0,569,765,385,581,3.8599999999999995e-74,281.0,2
chr21,25880076,ENSG00000249803,ENST00000511165,ENSE00004104036,CTB-1I21.1,92.558,215,16,0,294,508,221,7,1.15e-82,309.0,2
chr10,101728712,ENSG00000198561,ENST00000682974,ENSE00003918664,CTNND1,90.64,203,17,1,223,423,1064,862,2.16e-70,268.0,2
chrX,9388955,ENSG00000109861,ENST00000533865,ENSE00003906449,CTSC,90.404,198,19,0,1,198,4496,4693,5.179999999999999e-68,261.0,2
chr2,47768911,ENSG00000145476,ENST00000502665,ENSE00002083122,CYP4V2,91.346,208,14,3,783,990,1131,928,5.02e-74,281.0,3
chr3,152893522,ENSG00000179284,ENST00000317060,ENSE00001256536,DAND5,91.878,197,16,0,1,197,673,477,3.47e-72,276.0,2
chr12,118295133,ENSG00000035664,ENST00000559007,ENSE00002561945,DAPK2,90.385,208,19,1,1,207,849,1056,2.99e-71,272.0,2
chr1,10971075,ENSG00000122741,ENST00000242323,ENSE00000833136,DCAF10,91.837,196,16,0,1812,2007,1918,2113,1.72e-71,274.0,3
chr17,1219654,ENSG00000122741,ENST00000377724,ENSE00003514965,DCAF10,90.11,182,16,1,1749,1928,3166,3347,7.799999999999999e-60,235.0,2
chr4,19981,ENSG00000244038,ENST00000602624,ENSE00000000156,DDOST,90.556,180,14,3,433,610,733,555,2.5500000000000002e-59,235.0,2
chr5,43541207,ENSG00000124228,ENST00000484427,ENSE00001848294,DDX27,92.593,216,13,2,1,213,2260,2475,7.519999999999997e-82,307.0,2
chr2,128082398,ENSG00000124228,ENST00000471144,ENSE00001848333,DDX27,93.085,188,12,1,787,974,1910,2096,8.27e-72,274.0,2
chr19,1327912,ENSG00000124228,ENST00000484427,ENSE00001848294,DDX27,91.667,204,16,1,1,204,2273,2475,3.31e-74,281.0,2
chr6,97238860,ENSG00000124228,ENST00000471144,ENSE00001848333,DDX27,94.313,211,11,1,290,500,2196,1987,1.4600000000000001e-86,322.0,2
chr16,433137,ENSG00000124228,ENST00000484427,ENSE00001848294,DDX27,92.857,196,13,1,1,195,2281,2476,1.0299999999999999e-74,283.0,2
chr3,155814056,ENSG00000124228,ENST00000471144,ENSE00001848333,DDX27,93.088,217,14,1,1,216,1994,2210,1.09e-84,316.0,2
chr21,25880076,ENSG00000124228,ENST00000471144,ENSE00001848333,DDX27,91.781,219,18,0,290,508,2205,1987,1.49e-81,305.0,2
chr2,238637907,ENSG00000124228,ENST00000484427,ENSE00001848294,DDX27,92.273,220,14,2,1,220,2396,2180,3.24e-82,309.0,2
chr12,131871548,ENSG00000124228,ENST00000471144,ENSE00001848333,DDX27,90.865,208,18,1,590,796,2196,1989,5.210000000000001e-73,278.0,2
chr3,11599600,ENSG00000124228,ENST00000471144,ENSE00001848333,DDX27,93.578,218,14,0,1,218,1989,2206,1.3e-87,326.0,2
chr3,174762375,ENSG00000124228,ENST00000471144,ENSE00001848333,DDX27,91.284,218,18,1,2278,2494,1910,2127,4.58e-78,296.0,2
chr7,105511135,ENSG00000124228,ENST00000484427,ENSE00001848294,DDX27,90.816,196,17,1,1,196,2281,2475,4.49e-68,261.0,2
chr22,20075553,ENSG00000124228,ENST00000484427,ENSE00001848294,DDX27,90.868,219,19,1,1,219,2397,2180,1.98e-77,292.0,2
chrX,15267555,ENSG00000288503,ENST00000672690,ENSE00003892391,DDX51,90.094,212,13,5,1,208,768,975,3.4e-70,268.0,2
chrX,15267555,ENSG00000185163,ENST00000397333,ENSE00001528235,DDX51,90.094,212,13,5,1,208,768,975,3.4e-70,268.0,2
chr19,36195648,ENSG00000185163,ENST00000397333,ENSE00001528235,DDX51,92.746,193,13,1,1,193,575,384,1.93e-72,278.0,2
chr19,36195648,ENSG00000288503,ENST00000673535,ENSE00003893581,DDX51,92.746,193,13,1,1,193,575,384,1.93e-72,278.0,2
chr19,16256442,ENSG00000169598,ENST00000378209,ENSE00003606040,DFFB,92.308,182,13,1,187,367,673,492,6.439999999999999e-67,257.0,3
chr3,152893522,ENSG00000231607,ENST00000732553,ENSE00004062868,DLEU2,91.837,196,15,1,1,196,620,814,4.48e-71,272.0,2
chr2,238637907,ENSG00000231607,ENST00000621282,ENSE00003717117,DLEU2,92.627,217,13,2,1,217,432,219,3.24e-82,309.0,2
chr17,21790569,ENSG00000077232,ENST00000680258;ENST00000680667;ENST00000264065;ENST00000616986;ENST00000679884,ENSE00001881622,DNAJC10,92.661,218,15,1,1083,1300,5243,5027,2.3499999999999998e-83,313.0,2
chrX,99009304,ENSG00000077232,ENST00000679526;ENST00000679491;ENST00000680480;ENST00000681873;ENST00000680060;ENST00000681139;ENST00000681146;ENST00000650903;ENST00000680484;ENST00000491074;ENST00000418559;ENST00000681122,ENSE00003843017,DNAJC10,90.0,190,17,2,5656,5845,6046,5859,3.96e-62,244.0,2
chr21,27696851,ENSG00000077232,ENST00000680258;ENST00000680667;ENST00000264065;ENST00000616986;ENST00000679884,ENSE00001881622,DNAJC10,90.576,191,16,2,15,205,5858,6046,1.2e-64,252.0,2
chr8,16674062,ENSG00000077232,ENST00000679526;ENST00000679491;ENST00000680480;ENST00000681873;ENST00000680060;ENST00000681139;ENST00000681146;ENST00000650903;ENST00000680484;ENST00000491074;ENST00000418559;ENST00000681122,ENSE00003843017,DNAJC10,92.632,190,13,1,660,849,5243,5055,2.58e-71,272.0,2
chr1,10971075,ENSG00000000419,ENST00000682366,ENSE00003916683,DPM1,90.206,194,18,1,1812,2005,633,441,8.06e-65,252.0,2
chr3,48499782,ENSG00000142002,ENST00000703253,ENSE00003988476,DPP9,90.476,210,17,2,456,663,577,785,5.57e-72,274.0,6
chr12,118295133,ENSG00000121570,ENST00000478791,ENSE00001859838,DPPA4,91.837,196,14,2,2,195,588,783,2.99e-71,272.0,2
chr14,21260117,ENSG00000157851,ENST00000614712,ENSE00003717724,DPYSL5,92.784,194,13,1,569,762,1669,1861,1.3900000000000002e-73,279.0,3
chr22,37529117,ENSG00000157851,ENST00000288699,ENSE00001180845,DPYSL5,94.037,218,12,1,381,598,1668,1884,1.05e-88,329.0,3
chr1,16736081,ENSG00000134762,ENST00000360428,ENSE00001678807,DSC3,90.0,220,22,0,6070,6289,2489,2270,2.92e-74,285.0,2
chr22,37529117,ENSG00000134762,ENST00000360428,ENSE00001678807,DSC3,94.064,219,13,0,380,598,2490,2272,8.13e-90,333.0,2
chr14,21260117,ENSG00000134762,ENST00000360428,ENSE00001678807,DSC3,94.416,197,11,0,569,765,2488,2292,8.25e-81,303.0,2
chr12,131871548,ENSG00000121310,ENST00000479183,ENSE00001826118,ECHDC2,91.038,212,17,2,586,796,712,922,3.11e-75,285.0,2
chr3,155814056,ENSG00000121310,ENST00000479183,ENSE00001826118,ECHDC2,90.338,207,18,2,1,206,917,712,8.600000000000001e-71,270.0,2
chr12,118295133,ENSG00000263293,ENST00000691039,ENSE00004158029,EFCAB13-DT,90.306,196,16,3,2,195,213,19,1.08e-65,254.0,3
chr2,128082398,ENSG00000263293,ENST00000783720;ENST00000783722,ENSE00004158028,EFCAB13-DT,94.211,190,9,2,785,974,413,226,2.95e-76,289.0,3
chr1_KI270714v1_random,12115,ENSG00000173674,ENST00000379607,ENSE00001481854,EIF1AX,93.396,212,3,4,2977,3179,214,5,3.5e-80,303.0,2
chr2,128082398,ENSG00000280739,ENST00000669707,ENSE00003857211,EIF1B-AS1,92.188,192,13,2,785,975,704,514,1.0700000000000001e-70,270.0,2
chr14,21260117,ENSG00000104408,ENST00000676530,ENSE00003904720,EIF3E,93.846,195,12,0,569,763,245,51,4.96e-78,294.0,3
chr11,108113334,ENSG00000104408,ENST00000677965,ENSE00003906187,EIF3E,90.526,190,16,2,118,306,5362,5174,7.51e-65,250.0,2
chr17,75194495,ENSG00000104408,ENST00000677965,ENSE00003906187,EIF3E,92.04,201,14,2,433,632,5110,5309,3.17e-74,281.0,2
chr12,131871548,ENSG00000104408,ENST00000677501,ENSE00003909724,EIF3E,93.839,211,12,1,582,791,314,104,1.1e-84,316.0,2
chr2,128082398,ENSG00000104408,ENST00000677965,ENSE00003906187,EIF3E,94.301,193,11,0,783,975,5063,5255,1.76e-78,296.0,3
chr3,152893522,ENSG00000104408,ENST00000677965,ENSE00003906187,EIF3E,90.338,207,19,1,1,206,5263,5057,1.61e-70,270.0,2
chr16,433137,ENSG00000104408,ENST00000677965,ENSE00003906187,EIF3E,91.237,194,16,1,1,193,5169,5362,1.34e-68,263.0,2
chr5,43541207,ENSG00000104408,ENST00000677501,ENSE00003909724,EIF3E,92.891,211,12,2,1,208,100,310,9.719999999999999e-81,303.0,2
chr6,97238860,ENSG00000104408,ENST00000677501,ENSE00003909724,EIF3E,92.237,219,16,1,282,500,314,97,1.1299999999999999e-82,309.0,3
chr17,75431292,ENSG00000104408,ENST00000677965,ENSE00003906187,EIF3E,92.417,211,16,0,482,692,5104,5314,2.68e-80,302.0,2
chr21,25880076,ENSG00000104408,ENST00000677501,ENSE00003909724,EIF3E,91.589,214,18,0,295,508,310,97,8.980000000000001e-79,296.0,3
chr3,11599600,ENSG00000104408,ENST00000677965,ENSE00003906187,EIF3E,95.455,198,9,0,15,212,5161,5358,7.830000000000001e-85,316.0,2
chr1,13470159,ENSG00000116299,ENST00000369936,ENSE00001451281,ELAPOR1,90.526,190,14,2,2,191,838,653,3.3900000000000004e-64,248.0,2
chr7,105511135,ENSG00000116299,ENST00000369936,ENSE00001451281,ELAPOR1,91.327,196,16,1,1,196,846,652,9.650000000000001e-70,267.0,2
chr5,43541207,ENSG00000116299,ENST00000369939,ENSE00001451285,ELAPOR1,90.741,216,17,2,1,213,867,652,3.52e-75,285.0,2
chr6,97238860,ENSG00000116299,ENST00000369936,ENSE00001451281,ELAPOR1,91.364,220,18,1,281,500,652,870,6.830000000000001e-80,300.0,2
chr21,25880076,ENSG00000116299,ENST00000369936,ENSE00001451281,ELAPOR1,91.781,219,18,0,290,508,652,870,1.49e-81,305.0,2
chr3,155814056,ENSG00000116299,ENST00000369936,ENSE00001451281,ELAPOR1,93.519,216,14,0,3,218,860,645,2.3400000000000002e-86,322.0,2
chr3,11599600,ENSG00000116299,ENST00000369939,ENSE00001451285,ELAPOR1,93.839,211,12,1,15,225,854,645,7.830000000000001e-85,316.0,2
chr3,11599600,ENSG00000232445,ENST00000663483,ENSE00004280213,EMSLR,90.526,190,15,3,29,217,2960,3147,2.9e-64,248.0,2
chr2,128082398,ENSG00000232445,ENST00000663483,ENSE00004280213,EMSLR,93.684,190,12,0,783,972,509,698,3.82e-75,285.0,2
chr3,152893522,ENSG00000232445,ENST00000419422,ENSE00001651575,EMSLR,91.584,202,17,0,1,202,709,508,2.6800000000000002e-73,279.0,2
chr12,118295133,ENSG00000255135,ENST00000572035,ENSE00002664511,EMSY-DT,90.306,196,18,1,1,195,200,5,3.01e-66,255.0,4
chr10,101728712,ENSG00000154380,ENST00000366843,ENSE00001811595,ENAH,90.148,203,18,2,223,423,7922,8124,1.01e-68,263.0,3
chr3,152893522,ENSG00000182150,ENST00000682148,ENSE00003920676,ERCC6L2,91.099,191,17,0,1,191,613,803,3.49e-67,259.0,2
chr3,174762375,ENSG00000182150,ENST00000682148,ENSE00003920676,ERCC6L2,90.654,214,19,1,2283,2495,803,590,3.5599999999999996e-74,283.0,2
chr21,25880076,ENSG00000182150,ENST00000682951,ENSE00003916393,ERCC6L2,92.202,218,17,0,291,508,514,731,1.15e-82,309.0,2
chr14,68356234,ENSG00000182150,ENST00000682148,ENSE00003920676,ERCC6L2,90.0,210,18,2,1,210,597,803,2.12e-70,268.0,2
chr9,86586831,ENSG00000265992,ENST00000846936,ENSE00004275209,ESRG,92.347,196,12,2,5,197,259,64,6.090000000000003e-72,276.0,3
chr21,25880076,ENSG00000140374,ENST00000560179,ENSE00002554107,ETFA,91.284,218,18,1,290,506,1576,1359,8.980000000000001e-79,296.0,2
chr17,75194495,ENSG00000140374,ENST00000560179,ENSE00002554107,ETFA,90.64,203,16,3,433,633,1322,1523,8.87e-70,267.0,2
chr1,10971075,ENSG00000130713,ENST00000691926,ENSE00003925609,EXOSC2,90.722,194,18,0,1812,2005,1784,1591,4.82e-67,259.0,3
chr12,118295133,ENSG00000130713,ENST00000691104,ENSE00003926675,EXOSC2,90.816,196,17,1,1,195,1125,1320,6.4799999999999986e-68,261.0,3
chr2,47768911,ENSG00000170074,ENST00000697110,ENSE00003969564,FAM153A,90.431,209,17,3,783,991,2713,2918,3.02e-71,272.0,2
chr3,174762375,ENSG00000170264,ENST00000405894,ENSE00003562144,FAM161A,90.411,219,20,1,2277,2494,960,742,2.75e-75,287.0,4
chr2,128082398,ENSG00000170264,ENST00000404929,ENSE00003842678,FAM161A,93.651,189,11,1,786,974,960,773,4.939999999999999e-74,281.0,4
chr3,152893522,ENSG00000170264,ENST00000456262,ENSE00001750791,FAM161A,90.291,206,20,0,1,206,764,969,1.61e-70,270.0,4
chr14,21260117,ENSG00000170264,ENST00000456262,ENSE00001750791,FAM161A,92.424,198,15,0,569,766,665,862,1.07e-74,283.0,4
chr22,21166708,ENSG00000215498,ENST00000451257,ENSE00001703012,FAM230B,99.448,181,1,0,1226,1406,32,212,3.28e-88,329.0,2
chr22,18734472,ENSG00000187979,ENST00000833195,ENSE00004249524,FAM230D,90.404,198,10,8,297,486,1,197,3.44e-65,252.0,2
chr22,21166708,ENSG00000187979,ENST00000833195,ENSE00004249524,FAM230D,99.448,181,1,0,1226,1406,32,212,3.28e-88,329.0,2
chr22,21166708,ENSG00000182824,ENST00000753581,ENSE00004100858,FAM230E,99.448,181,1,0,1226,1406,151,331,3.28e-88,329.0,3
chr22,21166708,ENSG00000188280,ENST00000617303,ENSE00003748893,FAM230G,98.343,181,3,0,1226,1406,32,212,7.1e-85,318.0,2
chr22,21166708,ENSG00000206142,ENST00000447720;ENST00000416615;ENST00000431488,ENSE00001740428,FAM230H,99.448,181,1,0,1226,1406,32,212,3.28e-88,329.0,2
chr14_GL000225v1_random,109472,ENSG00000206142,ENST00000436681,ENSE00001619832,FAM230H,91.089,202,11,5,198,398,1380,1575,1.07e-69,267.0,2
chr22,18734472,ENSG00000206142,ENST00000790954,ENSE00004171698,FAM230H,90.256,195,10,8,300,486,1,194,1.6e-63,246.0,2
chr7,97745310,ENSG00000206142,ENST00000436681,ENSE00001619832,FAM230H,91.304,207,13,3,488,693,1373,1575,4.63e-73,278.0,2
chr21,9830543,ENSG00000231527,ENST00000655049,ENSE00003867935,FAM27C,93.878,196,11,1,195,389,196,1,9.18e-78,294.0,7
chrX,15267555,ENSG00000187268,ENST00000542843,ENSE00003602060,FAM9C,92.265,181,14,0,37,217,1596,1776,7.35e-67,257.0,2
chr12,118295133,ENSG00000198690,ENST00000654013,ENSE00003852828,FAN1,90.306,196,18,1,1,195,1141,946,3.01e-66,255.0,2
chr10,65524284,ENSG00000247199,ENST00000836309,ENSE00004255608,FBXO38-DT,90.411,219,19,2,1724,1941,11,228,3.46e-75,287.0,2
chr10,101728712,ENSG00000119402,ENST00000608872,ENSE00003706883,FBXW2,90.187,214,19,2,223,434,2566,2779,3.59e-73,278.0,2
chr1,105571333,ENSG00000138675,ENST00000312465,ENSE00001825286,FGF5,96.789,218,7,0,306,523,4476,4693,1.12e-98,364.0,2
chr19,27867848,ENSG00000138675,ENST00000312465,ENSE00001825286,FGF5,97.0,200,6,0,15,214,4494,4693,7.889999999999997e-91,337.0,2
chr14,21260117,ENSG00000248905,ENST00000616417,ENSE00003726320,FMN1,92.929,198,13,1,569,765,2978,3175,8.31e-76,287.0,2
chr3,152893522,ENSG00000075420,ENST00000415807,ENSE00001919747,FNDC3B,90.355,197,18,1,1,197,3957,3762,1.26e-66,257.0,2
chr8,57072050,ENSG00000287288,ENST00000829762,ENSE00004243560,FRG1BP,94.271,192,10,1,7,197,192,1,1.3799999999999999e-76,292.0,3
chr22,37529117,ENSG00000229109,ENST00000662757,ENSE00004186807,FRMD3-AS1,95.0,220,11,0,379,598,4187,3968,1.04e-93,346.0,2
chr6,97238860,ENSG00000229109,ENST00000662757,ENSE00004186807,FRMD3-AS1,92.273,220,16,1,281,500,4185,3967,3.15e-83,311.0,2
chr21,25880076,ENSG00000229109,ENST00000668931,ENSE00003863604,FRMD3-AS1,92.237,219,17,0,290,508,278,60,3.21e-83,311.0,2
chr2,128082398,ENSG00000230590,ENST00000656041,ENSE00003855043,FTX,93.684,190,11,1,785,974,2013,2201,1.37e-74,283.0,2
chr12,131871548,ENSG00000230590,ENST00000657327,ENSE00003860222,FTX,90.865,208,18,1,590,796,2301,2094,5.210000000000001e-73,278.0,2
chr2,128082398,ENSG00000104290,ENST00000240093,ENSE00001167323,FZD3,92.268,194,13,2,783,975,7848,7656,8.27e-72,274.0,2
chr12,118295133,ENSG00000138757,ENST00000503660,ENSE00002023197,G3BP2,90.816,196,17,1,1,195,210,15,6.4799999999999986e-68,261.0,2
chr3,48499782,ENSG00000138757,ENST00000676584,ENSE00003909828,G3BP2,92.513,187,14,0,477,663,12,198,2.5900000000000002e-70,268.0,2
chr21,25880076,ENSG00000272695,ENST00000669254,ENSE00003872811,GAS6-DT,92.056,214,17,0,295,508,273,60,1.93e-80,302.0,3
chr19,23850375,ENSG00000291958,ENST00000709349,ENSE00004008078,GCSH,99.087,219,1,1,927,1144,265,47,2.58e-107,392.0,3
chr19,23850375,ENSG00000140905,ENST00000564477,ENSE00002617892,GCSH,98.936,188,1,1,927,1113,188,1,4.409999999999999e-90,335.0,3
chr21,25880076,ENSG00000046647,ENST00000477386,ENSE00003912138,GEMIN8,92.056,214,17,0,295,508,1349,1562,1.93e-80,302.0,2
